id;order;family;genera;species;author;tax_ver;nature_BR;nativa_AF;Cnc_classification;floweringstart_month;floweringperiod_month;plantgrowth;flower_color_1;flower_color_2;flower_shape;odour;anthesis_time;corolla_length_mm;corolla_length_mm_sd;nectar_volume;nectar_volume_uL_SD;nectar_concentration_brix%;nectar_concentration_brix%_SD;observation_time_hour;n_input;;
280;Malvales;Malvaceae;Pseudobombax;grandiflorum;(Cav.) A. Robyns;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;4;6;tr;w;NA;h;p;b;144.15;9.20;NA;NA;12.30;NA;578.0;4;;
281;Malvales;Malvaceae;Pseudobombax;longiflorum;(Mart.) A.Robyns;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;6;4;tr;w;NA;h;p;n;NA;NA;NA;NA;NA;NA;NA;2;;
282;Malvales;Malvaceae;Pseudobombax;sp. 1;Dugand;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;NA;N;ne;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
283;Malvales;Malvaceae;Pseudobombax;sp. 2;Dugand;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;NA;N;ne;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
284;Malvales;Malvaceae;Pseudobombax;tomentosum;(Mart.) A. Robyns;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;lc;4;1;tr;w;NA;h;p;n;NA;NA;NA;NA;NA;NA;NA;1;;
285;Santalales;Loranthaceae;Psittacanthus;cordatus;(Hoffmanns.) G.Don;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;NA;NA;h;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
286;Malvales;Malvaceae;Spirotheca;rivieri;(Decne.) Ulbr.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;5;4;tr;r;NA;t;a;b;18.43;05.05;23.65;13.07;6.00;1.20;67.0;4;;
287;Malvales;Malvaceae;Spirotheca;rivieri var.passifloroides;(Cuatrec.) P.E.Gibbs & W.S.Alverson;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;5;4;tr;r;NA;t;NA;NA;48.40;6.70;29.55;16.33;06.03;1.19;15.0;4;;
288;Myrtales;Combretaceae;Combretum;fruticosum;(Loefl.) Stuntz;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;7;4;l;r;b;h;a;d;19.40;0.20;4.98;0.49;10.00;1.15;8.0;4;;
289;Myrtales;Lythraceae;Lafoensia;aff. vandelliana;NA;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;dd;12;3;NA;w;NA;h;p;n;19.50;1.50;204.40;35.05;18.20;0.90;NA;1;;
290;Myrtales;Lythraceae;Lafoensia;glyptocarpa;Koehne;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;5;3;tr;NA;NA;h;p;n;12.00;0.60;53.50;2.95;17.00;1.00;6.3;5;;
291;Myrtales;Myrtaceae;Callistemon;citrinus;(Curtis) Skeels;The Plant List;exo;N;ne;NA;NA;b;r;NA;h;NA;NA;NA;NA;NA;NA;NA;NA;12.0;1;;
292;Myrtales;Onagraceae;Fuchsia;campos-portoi;Pilg. & Schulze-Menz;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;12;4;b;r;NA;t;a;d;20.34;04.08;NA;NA;NA;NA;5.0;1;;
293;Myrtales;Onagraceae;Fuchsia;regia;(Vell.) Munz;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;12;b;r;NA;t;a;d;21.10;2.45;04.04;02.04;14.55;1.81;147.9;11;;
294;Myrtales;Onagraceae;Fuchsia;sp.;L.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;NA;N;ne;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
295;Pandanales;Velloziaceae;Barbacenia;gounelleana;Beauerd;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;2;3;h;r;NA;t;a;d;19.45;1.98;NA;NA;NA;NA;3.0;1;;
296;Poales;Bromeliaceae;Acanthostachys;strobilacea;(Schult. & Schult. f.) Klotzsch;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;9;3;e;y;NA;t;NA;NA;18.80;1.70;1.57;0.25;25.30;2.40;29.0;2;;
297;Poales;Bromeliaceae;Aechmea;araneosa;L. B. Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;4;9;e;y;r;t;NA;d;NA;NA;NA;NA;NA;NA;17.0;2;;
298;Poales;Bromeliaceae;Aechmea;bromeliifolia;(Rudge) Baker;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;6;3;e;y;NA;t;NA;NA;15.10;0.90;2.68;0.45;28.10;1.90;29.0;2;;
299;Poales;Bromeliaceae;Aechmea;bruggeri;Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;6;3;h;r;NA;t;a;d;NA;NA;4.96;0.73;29.50;1.80;144.0;1;;
300;Poales;Bromeliaceae;Aechmea;capixabae;L. B. Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;dd;3;7;e;b;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
301;Poales;Bromeliaceae;Aechmea;castanea;L. B. Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;12;9;e;y;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
302;Poales;Bromeliaceae;Aechmea;caudata;Lindm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;3;4;e;y;r;t;a;b;21.80;0.40;0.18;0.12;15.44;6.72;62.0;1;;
303;Poales;Bromeliaceae;Aechmea;cf. organensis;NA;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;3;3;e;r;NA;t;NA;d;12.10;1.70;0.43;NA;17.64;NA;50.0;2;;
304;Poales;Bromeliaceae;Aechmea;coelestis;(K. Koch) E.Morren;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;2;8;e;r;b;t;NA;d;19.42;1.89;1.50;0.62;27.30;4.18;15.0;4;;
305;Poales;Bromeliaceae;Aechmea;comata;(Gaudich.) Baker;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;8;4;e;NA;NA;t;NA;d;10.75;1.70;1.65;0.47;25.13;3.70;NA;1;;
306;Poales;Bromeliaceae;Aechmea;costantinii;(Mez) L.B.Sm;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;6;4;e;y;r;t;a;d;40.00;NA;17.72;4.94;28.59;1.40;NA;1;;
307;Poales;Bromeliaceae;Aechmea;distichantha;Lem.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;12;e;r;NA;t;a;d;15.51;1.20;3.19;01.06;25.92;1.71;242.0;14;;
308;Poales;Bromeliaceae;Aechmea;fasciata;(Lindl.) Baker;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;12;2;e;NA;NA;t;NA;d;NA;NA;NA;NA;28.00;2.34;NA;2;;
309;Poales;Bromeliaceae;Aechmea;fulgens;Brongn.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;6;e;r;b;t;NA;d;20.00;1.40;4.45;0.53;30.60;1.14;16.8;2;;
310;Poales;Bromeliaceae;Aechmea;gamosepala;Wittm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;7;8;e;r;b;t;NA;d;13.46;2.10;3.36;0.8;28.49;3.34;50.0;4;;
311;Poales;Bromeliaceae;Aechmea;gracilis;Lindm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;NA;NA;e;r;NA;t;a;d;NA;NA;NA;NA;NA;NA;64.0;1;;
312;Poales;Bromeliaceae;Aechmea;gustavoi;J.A. Siqueira & Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;cr;5;3;e;w;r;t;a;d;63.50;NA;6.00;1.76;27.50;1.97;NA;1;;
313;Poales;Bromeliaceae;Aechmea;lamarchei;Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;7;5;e;y;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;;
314;Poales;Bromeliaceae;Aechmea;leptantha;(Harms.) Leme & J.A. Siqueira;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;5;e;r;NA;t;a;d;28.25;3.40;7.33;2.39;29.00;1.79;26.2;2;;
315;Poales;Bromeliaceae;Aechmea;lingulata;(L.) Baker;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;dd;5;4;e;y;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
316;Poales;Bromeliaceae;Aechmea;macrochlamys;L. B. Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;5;7;e;b;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
317;Poales;Bromeliaceae;Aechmea;miniata;Beer ex Baker;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;12;3;e;r;NA;t;a;d;16.83;2.53;05.05;2.45;26.50;1.47;60.0;1;;
318;Poales;Bromeliaceae;Aechmea;muricata;(Arruda) L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;10;6;e;w;NA;t;NA;d;31.70;1.70;10.25;1.32;36.50;5.50;32.7;1;;
319;Poales;Bromeliaceae;Aechmea;mutica;L. B. Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;4;6;e;b;NA;t;NA;d;NA;NA;NA;NA;NA;NA;16.2;2;;
320;Poales;Bromeliaceae;Aechmea;nudicaulis;(L.) Griseb.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;5;11;e;y;r;t;a;d;13.51;0.91;3.74;1.15;24.97;03.04;562.2;24;;
321;Poales;Bromeliaceae;Aechmea;organensis;Wawra;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;3;8;e;b;r;t;a;d;16.75;0.20;2.42;0.27;24.50;1.80;108.0;4;;
322;Poales;Bromeliaceae;Aechmea;ornata;Baker;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;10;e;b;NA;t;a;d;17.49;2.60;4.95;0.92;28.05;1.29;76.0;4;;
323;Poales;Bromeliaceae;Aechmea;pectinata;Baker;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;9;7;e;y;b;t;a;d;27.35;2.17;05.06;1.84;27.41;2.25;172.3;12;;
324;Poales;Bromeliaceae;Aechmea;perforata;L. B. Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;12;3;h;b;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
325;Poales;Bromeliaceae;Aechmea;pineliana;(Brogn. ex. Planch.) Baker;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;3;6;e;y;NA;t;NA;d;NA;NA;NA;NA;NA;NA;6.0;2;;
326;Poales;Bromeliaceae;Aechmea;saxicola;L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;3;9;e;NA;NA;t;NA;d;NA;NA;NA;NA;NA;NA;10.0;2;;
327;Poales;Bromeliaceae;Aechmea;sp. 1;Ruiz & Pav.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;5;7;NA;r;NA;t;a;d;33.50;NA;1.62;NA;21.00;NA;NA;1;;
328;Poales;Bromeliaceae;Aechmea;sp. 2;Ruiz & Pav.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;11;3;NA;y;r;t;a;d;37.00;NA;4.87;NA;25.00;NA;NA;1;;
329;Poales;Bromeliaceae;Aechmea;tomentosa;Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;7;3;e;y;r;t;NA;d;30.90;2.50;16.25;2.25;28.50;0.80;10.0;1;;
330;Poales;Bromeliaceae;Aechmea;triangularis;L. B. Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;12;1;e;r;NA;t;NA;d;NA;NA;NA;NA;NA;NA;7.4;1;;
331;Poales;Bromeliaceae;Aechmea;vanhoutteana;(Van Houtte) Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;vu;3;9;e;r;NA;t;a;d;10.06;1.37;0.89;NA;24.80;4.00;65.0;4;;
332;Poales;Bromeliaceae;Aechmea;victoriana;L. B. Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;8;1;e;b;NA;t;NA;d;NA;NA;NA;NA;NA;NA;9.4;1;;
333;Poales;Bromeliaceae;Aechmea;viridostigma;Leme & H.E.Luther;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;7;3;e;w;NA;t;a;d;16.98;1.95;NA;NA;NA;NA;72.0;1;;
334;Poales;Bromeliaceae;Alcantarea;imperialis;(Carrière) Harms;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;vu;12;4;h;w;NA;NA;NA;n;28.04;8.32;NA;NA;15.60;3.62;NA;2;;
335;Poales;Bromeliaceae;Alcantarea;nahoumii;(Leme) J. R. Grant;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;vu;8;8;h;NA;NA;NA;NA;d;NA;NA;4.37;1.77;32.43;8.90;252.0;1;;
336;Poales;Bromeliaceae;Alcantarea;regina;(Vell.) Harms;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;12;3;h;w;NA;NA;NA;n;100.00;NA;NA;NA;12.40;3.86;NA;1;;
337;Poales;Bromeliaceae;Ananas;aff. comosus;NA;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;8;7;NA;b;NA;t;a;d;23.50;NA;5.55;1.41;24.84;1.10;NA;1;;
338;Poales;Bromeliaceae;Ananas;ananassoides;(Baker) L. B. Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;1;h;r;NA;t;a;d;24.50;1.52;76.53;10.67;27.30;0.60;3.4;1;;
339;Poales;Bromeliaceae;Ananas;bracteatus;(Lindl.) Schult. & Schult.f.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;1;h;NA;NA;t;p;NA;NA;NA;NA;NA;NA;NA;8.0;1;;
340;Poales;Bromeliaceae;Billbergia;amoena;(Lodd.) Lindl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;3;8;e;r;y;t;a;d;38.62;3.37;04.03;2.87;25.38;4.43;115.6;9;;
341;Poales;Bromeliaceae;Billbergia;bradeana;L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;8;2;e;g;b;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
342;Poales;Bromeliaceae;Billbergia;distachia;(Vell.) Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;5;8;e;b;r;t;a;d;42.31;6.37;2.19;1.58;28.43;2.97;160.5;5;;
343;Poales;Bromeliaceae;Billbergia;euphemiae;E.Morren;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;9;10;e;b;g;t;NA;NA;37.40;0.80;NA;NA;NA;NA;NA;2;;
344;Poales;Bromeliaceae;Billbergia;horrida;Regel;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;NA;NA;e;b;NA;t;p;n;NA;NA;2.70;0.25;17.72;0.24;65.0;1;;
345;Poales;Bromeliaceae;Billbergia;morelii;Brongn.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;7;e;r;b;t;a;d;59.80;1.40;3.61;0.40;32.25;1.00;13.3;3;;
346;Poales;Bromeliaceae;Billbergia;pyramidalis;(Sims) Lindl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;dd;6;6;e;r;b;t;a;d;37.36;4.53;5.60;1.69;28.98;3.42;46.0;11;;
347;Poales;Bromeliaceae;Billbergia;sp.;Thunb.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;NA;N;ne;NA;NA;e;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
348;Poales;Bromeliaceae;Billbergia;vittata;Brogn. ex Morel;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;6;4;e;r;NA;t;a;d;37.00;3.70;NA;NA;NA;NA;15.0;1;;
349;Poales;Bromeliaceae;Bromelia;antiacantha;Bertol.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;5;h;r;NA;t;p;b;33.53;3.78;02.06;0.57;22.38;5.72;129.0;6;;
350;Poales;Bromeliaceae;Bromelia;karatas;L.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;NA;ne;2;6;h;r;b;t;a;d;70.20;5.80;11.50;1.50;34.50;5.94;19.2;3;;
351;Poales;Bromeliaceae;Canistropsis;billbergioides;(Schult. & Schult.f.) Leme;Leme, E.M.C., 1998;nat;Y;ne;11;8;e;y;w;t;NA;d;24.19;02.01;03.04;1.48;25.18;5.31;NA;3;;
352;Poales;Bromeliaceae;Canistropsis;microps;(E. Morren ex Mez) Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;9;8;e;w;NA;t;NA;d;19.50;2.00;0.46;0.19;38.70;9.00;120.0;1;;
353;Poales;Bromeliaceae;Canistropsis;seidelii;(L.B.Sm. & Reitz) Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;2;7;e;w;y;t;a;d;32.5;2.3;1.78;1.65;23.40;8.50;3.0;6;;
354;Poales;Bromeliaceae;Canistrum;aurantiacum;E. Morren;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;9;11;e;y;r;t;a;d;45;NA;7.27;1.35;30.27;1.32;650.0;4;;
355;Poales;Bromeliaceae;Canistrum;triangulare;L. B. Sm. & Reitz;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;10;1;e;w;NA;t;NA;d;NA;NA;NA;NA;NA;NA;8.8;1;;
356;Poales;Bromeliaceae;Dyckia;brevifolia;Baker;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;dd;10;4;h;y;NA;t;NA;d;14.90;0.70;0.28;0.36;24.98;6.40;60.0;1;;
357;Poales;Bromeliaceae;Dyckia;encholirioides;(Gaudich.) Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;nt;8;3;h;y;r;t;NA;d;9.95;2.3;0.83;0.46;26.79;2.39;44.0;1;;
358;Poales;Bromeliaceae;Dyckia;ibiramensis;Reitz;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;10;3;h;NA;NA;b;a;d;8.90;0.70;0.69;0.39;20.79;8.00;30.0;1;;
359;Poales;Bromeliaceae;Dyckia;pseudococcinea;L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;cr;9;2;h;r;NA;t;NA;d;NA;NA;NA;NA;29.00;04.06;NA;1;;
360;Poales;Bromeliaceae;Dyckia;tuberosa;(Vell.) Beer;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;2;10;h;r;NA;t;a;d;12.65;2.10;01.03;0.49;20.00;NA;24.0;2;;
361;Poales;Bromeliaceae;Edmundoa;ambigua;(Wand. & Leme) Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;11;5;e;y;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;19.3;1;;
362;Poales;Bromeliaceae;Edmundoa;lindenii;Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;12;9;e;w;r;t;a;d;17.34;3.95;4.54;2.51;22.57;6.94;325.5;6;;
363;Poales;Bromeliaceae;Edmundoa;perplexa;(L.B.Sm) Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;10;e;r;w;t;a;d;15.70;0.80;1.43;NA;23.63;NA;50.0;2;;
364;Poales;Bromeliaceae;Encholirium;horridum;L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;5;4;h;y;NA;b;p;b;12.00;NA;3.27;0.27;14.50;0.50;13.0;1;;
365;Poales;Bromeliaceae;Fernseea;itatiaiae;(Wawra) Baker;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;7;7;e;r;NA;t;a;d;9.43;0.59;NA;NA;NA;NA;6.0;1;;
366;Poales;Bromeliaceae;Guzmania;lingulata;(L.) Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;7;e;y;r;t;a;d;52.00;NA;6.32;1.00;21.50;0.58;NA;2;;
367;Poales;Bromeliaceae;Hohenbergia;aff. capitata;NA;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;2;4;e;r;NA;t;a;d;NA;NA;NA;NA;NA;NA;60.0;1;;
368;Poales;Bromeliaceae;Hohenbergia;augusta;(Vell.) E.Morren;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;NA;NA;e;r;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
369;Poales;Bromeliaceae;Lymania;brachycaulis;(E. Morren ex Baker) L.F.Sousa;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;6;3;e;w;NA;t;a;d;26.00;6.46;14.75;14.47;22.95;15.34;72.0;1;;
370;Poales;Bromeliaceae;Lymania;smithii;R.W.Read;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;12;3;e;b;NA;t;NA;NA;11.5;NA;0.58;0.17;29;2.45;NA;1;;
371;Poales;Bromeliaceae;Neoregelia;compacta;(Mez) L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;nt;10;2;e;NA;NA;t;NA;d;NA;NA;NA;NA;NA;NA;NA;1;;
372;Poales;Bromeliaceae;Neoregelia;cruenta;(R.Graham) L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;11;11;e;r;w;t;NA;d;30.30;3.24;5.10;1.12;28.58;3.89;178.0;2;;
